character,decomposition,etymology,radical,matches
鈦,⿰釒太,"{type: pictophonetic, phonetic: 太, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
鈬,⿰釒尺,"{type: pictophonetic, phonetic: 尺, semantic: 釒, hint: bell}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
鈴,⿰釒令,"{type: pictophonetic, phonetic: 令, semantic: 釒, hint: bell}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
鈷,⿰釒古,"{type: pictophonetic, phonetic: 古, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
鈺,⿰釒玉,"{type: ideographic, hint: A treasure of gold 釒 and jade 玉; 玉 also provides the pronunciation}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
鈽,⿰釒布,"{type: pictophonetic, phonetic: 布, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
鈾,⿰釒由,"{type: pictophonetic, phonetic: 由, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
鈿,⿰釒田,"{type: pictophonetic, phonetic: 田, semantic: 釒, hint: gold}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
鉀,⿰釒甲,"{type: pictophonetic, phonetic: 甲, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
鉄,⿰釒失,"{type: pictophonetic, phonetic: 失, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
鉅,⿰釒巨,"{type: pictophonetic, phonetic: 巨, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1]]"
鉉,⿰釒玄,"{type: pictophonetic, phonetic: 玄, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
鉗,⿰釒甘,"{type: pictophonetic, phonetic: 甘, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
鉚,⿰釒卯,"{type: pictophonetic, phonetic: 卯, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
鉛,⿰釒⿱几口,"{type: pictophonetic, phonetic: 几, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1,0],[1,0],[1,1],[1,1],[1,1]]"
鉞,⿰釒戉,"{type: ideographic, hint: A metal 釒 axe 戉; 戉 also provides the pronunciation}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
鉤,⿰釒句,"{type: ideographic, hint: A metal 釒 hook 句; 句 also provides the pronunciation}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
鉧,⿰釒母,"{type: pictophonetic, phonetic: 母, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1]]"
鉴,⿱？金,"{type: pictophonetic, semantic: 金, hint: metal}",金,"[null,null,null,null,null,[1],[1],[1],[1],[1],[1],[1],[1]]"
鉸,⿰釒交,"{type: ideographic, hint: Objects with a metal 釒 joint 交; 交 also provides the pronunciation}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
鉻,⿰釒各,"{type: pictophonetic, phonetic: 各, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
鉾,⿰釒牟,"{type: pictophonetic, phonetic: 牟, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
銀,⿰釒艮,"{type: pictophonetic, phonetic: 艮, semantic: 釒, hint: money}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
銃,⿰釒充,"{type: pictophonetic, phonetic: 充, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
銅,⿰釒同,"{type: pictophonetic, phonetic: 同, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
銎,⿱巩金,"{type: pictophonetic, phonetic: 巩, semantic: 金, hint: metal}",金,"[[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
銑,⿰釒先,"{type: pictophonetic, phonetic: 先, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
銓,⿰釒全,"{type: pictophonetic, phonetic: 全, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
銖,⿰釒朱,"{type: pictophonetic, phonetic: 朱, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
銘,⿰釒名,"{type: ideographic, hint: To carve 釒 one's name 名; 名 also provides the pronunciation}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
銚,⿰釒兆,"{type: pictophonetic, phonetic: 兆, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
銜,⿻行金,"{type: pictophonetic, phonetic: 行, semantic: 金, hint: metal}",金,"[[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
銨,⿰釒安,"{type: pictophonetic, phonetic: 安, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
銬,⿰釒考,"{type: pictophonetic, phonetic: 考, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
銮,⿱亦金,"{type: ideographic, hint: A bell 金 dangling from a tassel 亦}",金,"[[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
銲,⿰釒旱,"{type: pictophonetic, phonetic: 旱, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
銳,⿰釒兌,"{type: pictophonetic, phonetic: 兌, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
銷,⿰釒肖,"{type: pictophonetic, phonetic: 肖, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
銹,⿰釒秀,"{type: pictophonetic, phonetic: 秀, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
銼,⿰釒坐,"{type: pictophonetic, phonetic: 坐, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
銾,⿰釒汞,"{type: ideographic, hint: Metal 釒 that flows like water 水; 工 provides the pronunciation}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
鋁,⿰釒吕,"{type: pictophonetic, phonetic: 吕, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
鋃,⿰釒良,"{type: pictophonetic, phonetic: 良, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
鋅,⿰釒辛,"{type: pictophonetic, phonetic: 辛, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
鋇,⿰釒貝,"{type: pictophonetic, phonetic: 貝, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
鋈,⿱沃金,"{type: pictophonetic, phonetic: 沃, semantic: 金, hint: metal}",金,"[[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
鋌,⿰釒廷,"{type: pictophonetic, phonetic: 廷, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1]]"
鋒,⿰釒夆,"{type: pictophonetic, phonetic: 夆, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
鋤,⿰釒助,"{type: ideographic, hint: A metal 釒 tool 助; 助 also provides the pronunciation}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
鋥,⿰釒呈,"{type: pictophonetic, phonetic: 呈, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
鋦,⿰釒局,"{type: pictophonetic, phonetic: 局, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
鋩,⿰釒芒,"{type: ideographic, hint: A metal 釒 blade 芒; 芒 also provides the pronunciation}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],null]"
鋪,⿰釒甫,"{type: pictophonetic, phonetic: 甫, semantic: 釒, hint: money}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
鋯,⿰釒告,"{type: pictophonetic, phonetic: 告, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
鋰,⿰釒里,"{type: pictophonetic, phonetic: 里, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
鋸,⿰釒居,"{type: pictophonetic, phonetic: 居, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
鋼,⿰釒岡,"{type: pictophonetic, phonetic: 岡, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
錄,⿰釒彔,"{type: ideographic, hint: A metal 釒 brush 彔 used to record stories}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
錐,⿰釒隹,"{type: pictophonetic, phonetic: 隹, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
錒,⿰釒阿,"{type: pictophonetic, phonetic: 阿, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1]]"
錕,⿰釒昆,"{type: pictophonetic, phonetic: 昆, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
錘,⿰釒垂,"{type: pictophonetic, phonetic: 垂, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
錙,⿰釒甾,"{type: pictophonetic, phonetic: 甾, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
錚,⿰釒争,"{type: pictophonetic, phonetic: 争, semantic: 釒, hint: bell}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
錠,⿰釒定,"{type: pictophonetic, phonetic: 定, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
錢,⿰釒戔,"{type: pictophonetic, phonetic: 戔, semantic: 釒, hint: money}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
錦,⿰釒帛,"{type: ideographic, hint: Silk 帛 inlaid with gold 釒; 釒 also provides the pronunciation}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
錨,⿰釒苗,"{type: pictophonetic, phonetic: 苗, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
錫,⿰釒易,"{type: pictophonetic, phonetic: 易, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
錮,⿰釒固,"{type: ideographic, hint: To forge 固 metal 釒; 固 also provides the pronunciation}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
錯,⿰釒昔,"{type: ideographic, hint: Gold 釒 that once was 昔 but is lost}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
録,⿰釒录,"{type: ideographic, hint: To carve 釒 a record 录; 录 also provides the pronunciation}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
錳,⿰釒孟,"{type: pictophonetic, phonetic: 孟, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
錶,⿰釒表,"{type: pictophonetic, phonetic: 表, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
錾,⿱斩金,"{type: ideographic, hint: A metal 金 cutting tool 斩; 斩 also provides the pronunciation}",金,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
鍁,⿰釒欣,null,釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
鍊,⿰釒柬,"{type: pictophonetic, phonetic: 柬, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鍋,⿰釒咼,"{type: pictophonetic, phonetic: 咼, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鍛,⿰釒段,"{type: pictophonetic, phonetic: 段, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鍥,⿰釒契,"{type: ideographic, hint: Something engraved 契 in metal 釒; 契 also provides the pronunciation}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鍪,⿱敄金,"{type: pictophonetic, phonetic: 敄, semantic: 金, hint: metal}",金,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
鍬,⿰釒秋,"{type: pictophonetic, phonetic: 秋, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鍵,⿰釒建,"{type: pictophonetic, phonetic: 建, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
鍾,⿰釒重,"{type: pictophonetic, phonetic: 重, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鎂,⿰釒美,"{type: pictophonetic, phonetic: 美, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鎊,⿰釒旁,"{type: pictophonetic, phonetic: 旁, semantic: 釒, hint: money}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鎏,⿱流金,"{type: pictophonetic, phonetic: 流, semantic: 金, hint: gold}",金,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
鎔,⿰釒容,"{type: ideographic, hint: A mold that holds 容 hot metal 釒; 容 also provides the pronunciation}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鎖,⿰釒⿱⺌貝,"{type: pictophonetic, phonetic: ⺌, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1],[1,1],[1,1],[1,1],[1,1]]"
鎛,⿰釒尃,"{type: pictophonetic, phonetic: 尃, semantic: 釒, hint: bell}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鎢,⿰釒烏,"{type: pictophonetic, phonetic: 烏, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鎣,⿳炏冖金,"{type: ideographic, hint: To polish 炏 a metal 金 cover 冖}",金,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[2],[2],[2],[2],[2],[2],[2],[2]]"
鎦,⿰釒留,"{type: ideographic, hint: A metal 釒 still 留; 留 also provides the pronunciation}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鎧,⿰釒豈,"{type: pictophonetic, phonetic: 豈, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鎩,⿰釒殺,"{type: ideographic, hint: A metal 釒 weapon 殺}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鎬,⿰釒高,"{type: pictophonetic, phonetic: 高, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鎮,⿰釒真,"{type: pictophonetic, phonetic: 真, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鎳,⿰釒臬,"{type: pictophonetic, phonetic: 臬, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鏈,⿰釒連,"{type: ideographic, hint: Metal 釒 that joins 連; 連 also provides the pronunciation}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鏊,⿱敖金,"{type: pictophonetic, phonetic: 敖, semantic: 金, hint: metal}",金,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
鏖,⿸鹿金,"{type: pictophonetic, phonetic: 鹿, semantic: 金, hint: metal}",金,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
鏟,⿰釒産,"{type: pictophonetic, phonetic: 産, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鏡,⿰釒竟,"{type: pictophonetic, phonetic: 竟, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鏢,⿰釒票,"{type: pictophonetic, phonetic: 票, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鏽,⿰釒肅,"{type: pictophonetic, phonetic: 肅, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鐐,⿰釒尞,"{type: pictophonetic, phonetic: 尞, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鐘,⿰釒童,"{type: pictophonetic, phonetic: 童, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鐮,⿰釒廉,"{type: pictophonetic, phonetic: 廉, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鐲,⿰釒蜀,"{type: pictophonetic, phonetic: 蜀, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鐵,⿰釒⿸十戜,"{type: pictophonetic, phonetic: 戜, hint: metal, semantic: 釒}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1,0],[1,0],[1,1],[1,1],[1,1],[1,1],[1,1],[1,1],[1,1],[1,1],[1,1],[1,1],[1,1]]"
鐺,⿰釒當,"{type: pictophonetic, phonetic: 當, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鐾,⿱辟金,"{type: pictophonetic, phonetic: 辟, semantic: 金, hint: metal}",金,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
鑄,⿰釒壽,"{type: pictophonetic, phonetic: 壽, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鑊,⿰釒蒦,"{type: pictophonetic, phonetic: 蒦, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鑑,⿰釒監,"{type: pictophonetic, phonetic: 監, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鑒,⿱監金,"{type: pictophonetic, phonetic: 監, semantic: 金, hint: metal}",金,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
鑔,⿰釒察,"{type: pictophonetic, phonetic: 察, semantic: 釒, hint: bell}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鑞,⿰釒巤,"{type: pictophonetic, phonetic: 巤, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鑠,⿰釒樂,"{type: pictophonetic, phonetic: 樂, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鑢,⿰釒慮,"{type: pictophonetic, phonetic: 慮, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鑣,⿰釒麃,"{type: ideographic, hint: A metal bit 釒 used to saddle 麃 a horse}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鑪,⿰釒盧,"{type: pictophonetic, phonetic: 盧, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鑫,⿱金⿰金金,"{type: ideographic, hint: Much gold 金, representing wealth}",金,"[[0],[0],[0],[0],[0],[0],[0],[0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,1],[1,1],[1,1],[1,1],[1,1],[1,1],[1,1],[1,1]]"
鑭,⿰釒闌,"{type: pictophonetic, phonetic: 闌, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鑰,⿰釒龠,"{type: pictophonetic, phonetic: 龠, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鑲,⿰釒襄,"{type: pictophonetic, phonetic: 襄, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鑷,⿰釒聶,"{type: pictophonetic, phonetic: 聶, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鑼,⿰釒羅,"{type: pictophonetic, phonetic: 羅, semantic: 釒, hint: bell}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鑽,⿰釒贊,"{type: pictophonetic, phonetic: 贊, semantic: 釒, hint: metal}",釒,"[[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]]"
鑾,⿱䜌金,"{type: pictophonetic, phonetic: 䜌, semantic: 金, hint: bell}",金,"[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[1],[1],[1],[1],[1],[1],[1]]"
鑿,⿱⿰⿱丵臼殳金,"{type: ideographic, hint: A metal 金 drill 丵 boring a hole 臼; 殳 provides the pronunciation}",金,"[[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,0],[0,0,1],[0,0,1],[0,0,1],[0,0,1],[0,0,1],[0,0,1],[0,1],[0,1],[0,1],[0,1],[1],[1],[1],[1],[1],[1],[1],[1]]"
钅,⿱？？,"{type: pictographic, hint: A cast-iron bell; compare 金}",钅,"[null,null,null,null,null]"
